|,sentence,info_snippets,info_target,info_sentiment_score,info_aspects
16598,@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,['has a 42.71% Float Short'],-0.392,SODA,['Stock/Price Action/Bearish/Bearish Behavior']
16600,"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",['A close over 24.18 is bullish'],0.361,SPY,['Stock/Price Action']
16602,$KEP breaking out when the market pulls back  http://stks.co/r0cet,['breaking out when the market pulls back'],0.413,KEP,['Stock/Price Action/Bullish']
16604,$VIPS similar pattern like beginning of May. Did u sell? Same now..will go up much higher after this drop.,['will go up much higher after this drop'],0.479,VIPS,['Stock/Price Action']
16609,"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",['they are all poised to breakout.'],0.5,ARIA,['Stock/Technical Analysis/Breakout']
16618,$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,['strong move today'],0.55,JNUG,['Stock/Price Action/Bullish/Bullish Behavior']
16629,@BULLYA @pollux654321 My 50 $KORS 80 Calls are going to b a Blessing for my Daughters tuition!,['Calls are going to b a Blessing for my Daughters tuition'],0.431,KORS,['Stock/Price Action/Bullish']
16634,$FB they are hitting  everything in sight.short it. but twtr,['they are hitting everything in sight.short it'],-0.504,FB,['Stock/Price Action/Bearish']
16637,$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,['SS interest rose on 12/15 on day before we hit our lows'],-0.405,TSLA,['Stock/Price Action/Bearish']
16641,"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady","[""Let's see some higher highs and higher lows rest of the day""]",0.396,KNDI,['Stock/Price Action']
16643,"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",['Stochastic Sell Signal'],-0.471,IFF,['Stock/Signal/Sell Signal']
16647,"$INO Up, up, and away!","['Up, up, and away!']",0.604,INO,['Stock/Price Action/Bullish']
16648,$BOBE down $2.84  premarket,['down $2.84  premarket'],-0.512,BOBE,['Stock/Price Action/Bearish/Bearish Behavior']
16668,$CHRM Loooooongggggg base,['Loooooongggggg base'],0.557,CHRM,['Stock/Price Action/Bullish']
16672,$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,['looks like it has found support'],-0.551,NQ,['Stock/Price Action']
16687,$RSH - looking for first profitable quarter in 3 years!!!  ;).  LONG & STRONG,['LONG & STRONG'],0.643,RSH,['Stock/Price Action/Bullish']
16688,$GS sells flat..I am out..,['sells flat..I am out..'],-0.541,GS,['Stock/Price Action/Bearish']
16691,Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,['Soars 67% Today On Positive Phase 3 Results'],0.623,SGYP,['Stock/Price Action']
16692,NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,['Settles At 3-year Low'],-0.563,DBO,['Stock/Price Action/Bearish']
16693,$WX Decent pull back . .,['Decent pull back . .'],-0.325,WX,['Stock/Price Action/Bearish/Bearish Behavior']
16698,"09:01 AM      $AKS  DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition",['Revenue Rises 36%'],0.42,AKS,['Corporate/Financial/Financial Results/Earnings']
16699,$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,['both 1m/6m trends turn bullish today'],0.561,BBRY,['Stock/Price Action/Bullish/Bullish Behavior']
16700,Long $GPRO for a brealout trade,['Long'],0.594,GPRO,['Stock/Price Action/Bullish/Bull Position']
16706,$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,['Will this cold put a dent in the massive horizontal rig production'],-0.237,UGAZ,['Corporate/Risks/Halt in Services']
16708,$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,['short from here.'],-0.678,ISRG,['Stock/Price Action/Bearish/Bear Position']
16716,"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",['Breakup Will Cost Billions'],-0.265,HPQ,['Corporate/Risks']
16740,@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,['Strong close'],0.523,PLNR,['Stock/Price Action/Bullish/Bullish Behavior']
16741,Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,['will pull back'],-0.231,CPIX,['Stock/Price Action/Bearish/Bearish Behavior']
16747,"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation",['Sandbagged the guidance'],-0.083,GILD,['Corporate/Financial/Financial Results/Earnings/Company Guidance']
16751,End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,['Stochastic Overbought'],-0.385,LPG,['Stock/Technical Analysis']
16765,$YANG Double bottom 5.2,['Double bottom'],0.23,YANG,['Stock/Technical Analysis']
16786,$HYG Potential continuation Uptrend on a 60'-15'-4' charts http://stks.co/t1Qp6,['Potential continuation Uptrend'],0.437,HYG,['Stock/Technical Analysis']
16798,$CYTX looks like an ascending channel on Finfiz http://stks.co/f26r4,['looks like an ascending channel'],0.363,CYTX,['Stock/Technical Analysis']
16799,$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,"[""I'm glad I got stopped out of my""]",0.089,AAPL,['Stock/Price Action/Bearish/Bearish Behavior']
16804,"$WFM Bought a little yesterday, hoping for an earnings pop.",['Bought a little yesterday'],0.562,WFM,['Stock/Price Action/Bullish/Bull Position']
16806,EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,['Finding Support Near 1.10 Level'],0.259,UUP,['Stock/Price Action']
16817,$IBIO  up 10% in premarket ready for lift off,['up 10% in premarket'],0.507,IBIO,['Stock/Price Action/Bullish/Bullish Behavior']
16833,"RECAP: $MSFT rumor this morning had them spinning off XBOX unit, stock grinds up all day to close on highs",['rumor this morning had them spinning off'],0.594,MSFT,['Corporate/Rumors/Rumors']
16849,"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",['finally breaking under'],-0.2,AAPL,['Stock/Price Action/Bearish/Bearish Behavior']
16856,"$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu","[""Gilligan's Island Buy Setup, Stochastic Buy Signal""]",0.564,DGI,['Stock/Signal/Buy Signal']
16863,$LUV Continues to consolidate above previous break out area...,['ontinues to consolidate above previous break out area'],0.227,LUV,['Stock/Price Action/Bullish']
16866,$REN bottoming out again.. Good time to buy,['bottoming out again.. Good time to buy'],0.587,REN,['Stock/Price Action/Bullish/Bullish Behavior']
16868,$GOOGL Hit With Lawsuit from Russian Search Engine $YNDX http://stks.co/b1kD8,['Hit With Lawsuit'],-0.17,YNDX,['Corporate/Legal/Lawsuit']
16870,$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,['at resistance right here...sold my shares'],-0.238,AAPL,['Stock/Price Action/Bearish/Bearish Behavior']
16873,$GALE Breakout Coming Soon!,['Breakout Coming Soon!'],0.465,GALE,['Stock/Technical Analysis/Breakout']
16880,"$RUSS Don't catch falling knives, but I think an entry is coming soon on this","[""Don't catch falling knives""]",0.1,RUSS,['Stock/Price Action/Bearish']
16885,$AAPL $131 rally mode,['rally mode'],0.5,AAPL,['Stock/Price Action/Bullish']
16888,$MPWR CEO sells 450k april 15th..meh,['CEO sells 450k'],-0.195,MPWR,['Stock/Insider Activity/Insider Selling']
16890,"Homebuilders - $RYL breaking below support, watch this one.  $SPY",['breaking below support'],-0.397,SPY,['Stock/Price Action/Bearish/Bearish Behavior']
16912,$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,['afternoon selloff as usual will be brutal'],-0.569,AAPL,['Stock/Price Action/Bearish']
16914,$AMZN Going thru the roof needs a sell!,['Going thru the roof needs a sell!'],0.441,AMZN,['Stock/Price Action']
16915,"$ESI on lows, down $1.50 to $2.50 BK a real possibility","['on lows, down $1.50 to $2.50']",-0.465,ESI,['Stock/Price Action/Bearish/Bearish Behavior']
16916,Short on $ATVI from 24.55.,['Short on'],-0.745,ATVI,['Stock/Price Action/Bearish/Bear Position']
16920,End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,['Bullish MA Crossovers'],0.457,TTT,['Stock/Technical Analysis']
16925,"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",['held the trend lin'],0.325,NAVB,['Stock/Price Action']
16926,$NEON oversold,['oversold'],0.43,NEON,['Stock/Price Action/Current Price/Oversold']
16927,"$SSYS just re-tested lows . Should rise steadily from here. It hit $81 just 21 trading days ago, and $130.86 on Sept 18. It'll do it again.",['just re-tested lows . Should rise steadily from here'],0.395,SSYS,['Stock/Price Action/Bullish']
16928,"$KNDI Break that HOD on volume, and we have a nice consolidation completed for another run.","['Break that HOD on volume, and we have a nice consolidation']",0.602,KNDI,['Stock/Price Action/Bullish/Bullish Behavior']
16934,$INVE : SEE YA ABOVE $8,['SEE YA ABOVE $8'],0.502,INVE,['Stock/Price Action/Bullish']
16938,$BXS: BancorpSouth Announces Extension of Merger Agreements with ... http://stks.co/s2PDF,['Announces Extension of Merger Agreements'],0.348,BXS,['Corporate/M&A/Proposed Merger']
16940,"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",['Up +20.84% In February'],0.559,FRP,['Stock/Price Action/Bullish/Bullish Behavior']
16947,Exact (EXAS) Flagged As Strong On High Volume $EXAS http://stks.co/r26Ra,['Flagged As Strong On High Volume'],0.385,EXAS,['Stock/Price Action/Bullish']
16956,$BIOC RSI extremely in long's favor looking at BIOC historically.,"[""RSI extremely in long's favor""]",0.503,BIOC,['Stock/Technical Analysis']
16966,$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,['Looks like an explosive setup if it can break the 20EMA'],0.348,TNH,['Stock/Price Action/Bullish']
16971,$VMW  Got a nice push today following small sweepers of May C this morning,['Got a nice push today'],0.28,VMW,['Stock/Price Action/Bullish']
16975,$DDD 3D Systems (DDD) Stock Receives Ratings Downgrade Today at Jefferies http://stks.co/g1cqd,['Stock Receives Ratings Downgrade'],-0.501,DDD,['Stock/Coverage/AnalystRatings/Downgrade']
16977,$AAPL Dips being bought up real quick. Higher lows fo sho,['Dips being bought up real quick'],0.249,AAPL,['Stock/Price Action/Bullish/Bullish Behavior']
16978,Long $X 24.62,['Long'],0.601,X,['Stock/Price Action/Bullish/Bull Position']
16982,$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,['gapping up to all time highs'],0.782,NKE,['Stock/Price Action/Current Price/52-Week High']
16986,@Intuitiv $CLNE gasoline prices spike in California. http://stks.co/t1bOi,['gasoline prices spike'],0.46,CLNE,['Stock/Price Action/Bullish']
16994,ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,['Files Lawsuit Against'],-0.346,VZ,['Corporate/Legal/Lawsuit']
17008,$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,['raised dividend'],0.597,AVGO,['Corporate/Dividend Policy/Dividend/Dividend going up']
17010,"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.",['they keep bringing the share price down'],-0.507,RXII,['Stock/Price Action/Bearish']
17020,$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,['near a 3% drop thats a lot'],-0.304,AAPL,['Stock/Price Action/Bearish/Bearish Behavior']
17025,$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,['gonna give solid gains and a dividend'],0.52,HCP,['Corporate/Dividend Policy']
17028,"$ONTY Continues to base as debate lingers. ONT-10 data next potential catalyst. If positive, stock quickly moves to $10. Downside limited.","['If positive, stock quickly moves to $10. Downside limited.']",0.3,ONTY,['Stock/Price Action/Bullish']
17038,$SPY Looks like bear traps getting laid faster than Cadbury Creme Eggs by the Easter Bunny,['Looks like bear traps getting laid'],0.351,SPY,['Stock/Price Action/Bullish']
17049,$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,['great cash balance and impressive growth rate'],0.493,BBRY,['Corporate/Financial/Accounting/Cash Reserves']
17051,$IWM same conditions that sent markets to tumble all hitting this week,['same conditions that sent markets to tumble all hitting this week'],-0.236,IWM,['Market/Conditions']
17055,$CRK time to accumulate for a long position with far more upside than downside,['time to accumulate for a long position'],0.668,CRK,['Stock/Price Action/Bullish/Bull Position']
17066,$BWLD bearish engulfing candle,['bearish engulfing candle'],-0.532,BWLD,['Stock/Technical Analysis']
17075,for @vnoto74 to follow:  after a SELL signal by $NDX internals [06/23] ~> technical SELL $QQQ [06/25] ~> DOWN,['SELL signal by $NDX internals'],-0.541,QQQ,['Stock/Signal/Sell Signal']
17077,$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,"[""Affirms 'A+' Credit Rating""]",0.526,AWR,['Stock/Coverage/Credit Rating']
17080,$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,['Get ready for the bull ride!'],0.538,FREE,['Stock/Price Action/Bullish']
17082,$NUAN held up well after the big gains! Maybe we're finally on the move on this!!its still very undervalued and has major upside,['still very undervalued and has major upside'],0.695,NUAN,['Stock/Price Action/Bullish']
17085,Why $MCD looks set to fall further. http://stks.co/f2fgj,['looks set to fall further'],-0.545,MCD,['Stock/Price Action/Bearish/Bearish Behavior']
17087,@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,['Being very tender with cash due to volatility'],0.153,GILD,['Market/Volatility]
17093,$FB bot some @78.47 breakout from the consolidation zone :D,['bot some @78.47 breakout from the consolidation zone'],0.724,FB,['Stock/Price Action/Bullish/Bull Position']
17095,$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,['Potential intermediate top in an Uptrend'],0.126,CRM,['Stock/Price Action/Bearish']
17097,$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,['takeover rumor'],-0.278,TWTR,['Corporate/Rumors/Rumors']
17098,"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",['Long term uptrend intract so far'],0.368,VRTX,['Stock/Price Action/Bullish']
17103,$GEVO PLUNGING!  Back to $3.55.,['PLUNGING'],-0.628,GEVO,['Stock/Price Action/Bearish/Bearish Behavior']
17108,energy still failing to close above the 10D MA.  continues to stand out weak $XLE,['still failing to close above the 10D MA'],-0.517,XLE,['Stock/Technical Analysis']
17119,$ENB.CA {Head&Shoulders} bullish reversal setup and breakout. Oil and Gas Pipleline stock. $USO,['{Head&Shoulders} bullish reversal setup and breakout'],0.253,USO,['Stock/Technical Analysis']
17123,"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",['bullish story intact'],0.4,IMRS,['Stock/Price Action/Bullish']
17124,Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,['Shares Pounded On Fears Of Loss Of Business From'],-0.596,MU,['Corporate/Sales/Contract Withdrawn']
17125,"$CHKP ABC Bullish Pattern, Targets https://t.co/uVMmRSR5Zy",['ABC Bullish Pattern'],0.496,CHKP,['Stock/Technical Analysis']
17130,$TSLA is now up 57% from its February low. Amazing rebound.,['Amazing rebound'],0.582,TSLA,['Stock/Price Action/Bullish']
17147,$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,['downgraded to neutral'],-0.446,SBUX,['Stock/Coverage/AnalystRatings/Downgrade']
17148,"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU","['down 2.3% today and down 8.9% since being put on ""The Short""']",-0.469,MU,['Stock/Price Action/Bearish/Bearish Behavior']
17157,$YHOO About to break out on the 5-min...,['About to break out on the 5-min'],0.313,YHOO,['Stock/Technical Analysis']
17162,$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,['91 now support'],0.188,IBB,['Stock/Technical Analysis']
17172,$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,"[""That's an impressive bearish move""]",-0.39,FB,['Stock/Price Action/Bearish/Bearish Behavior']
17195,$SAVE long. https://t.co/yEJuS9cMlC,['long'],0.388,SAVE,['Stock/Price Action/Bullish/Bull Position']
17209,@mugatushair Now it is time to short $TSLA,['Now it is time to short'],-0.385,TSLA,['Stock/Price Action/Volatility/Short Selling']
17213,$COST Costco less than stellar day but it held the 50 day moving average,['held the 50 day moving average'],-0.14,COST,['Stock/Technical Analysis']
17219,"$AGN and $PYPL under pressure along with the market, however there were bullish options trades in both this morning https://t.co/9xG5W8nONT",['under pressure along with the market'],0.014,PYPL,['Stock/Price Action/Bearish/Bearish Behavior']
17238,Costco: A Premier Retail Dividend Play https://t.co/Fa5cnh2t0t $COST,['Dividend Play'],0.354,COST,['Corporate/Dividend Policy']
17244,$INTC finally some nice downside move... looking for the 31 handle to break,['finally some nice downside move'],-0.462,INTC,['Stock/Price Action/Bearish/Bearish Behavior']
17250,"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?","['bounce & retreats. Not short by any means, but action questions big up move.']",-0.043,YHOO,['Stock/Price Action']
17252,"Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork","['Sheryl Sandberg Sells 109,000 Shares of Facebook']",-0.186,FB,['Stock/Insider Activity/Insider Selling']
17267,Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,['selling surveillance cameras infected with malware'],-0.186,AMZN,['Corporate/Risks/Product Flaws']
17269,"$TSLA 5th wave down on the 1 hour chart, hammer candle developing, close to 200 sma, might be a good spot for calls","['hammer candle developing, close to 200 sma']",0.4,TSLA,['Stock/Price Action/Bearish']
17272,Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,['Baird Upgrades Tesla'],0.52,TSLA,['Stock/Coverage/AnalystRatings/Upgrade']
17274,$ilmn piper Jeffries raises pt.  I remain long,['piper Jeffries raises pt'],0.467,ILMN,['Stock/Coverage/AnalystRatings/Upgrade']
17289,"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO",['could see a nice pop if bids come in higher than expected'],0.234,YHOO,['Stock/Price Action']
17293,I don't see it. 200 day sma is the big hurdle. There is a good base building. $NFLX  https://t.co/ImKYGO2cyc,['200 day sma is the big hurdl'],0.228,NFLX,['Stock/Technical Analysis']
17304,Daily Mail parent company in talks with potential partners about joint bid for Yahoo's internet assets: https://t.co/mK7MEMtADT $YHOO,['parent company in talks with potential partners'],0.228,YHOO,['Corporate/M&A']
17343,expecting  $SPY to close above 205.20 $AAPL,['expecting $SPY to close above 205.20'],0.385,SPY,['Stock/Price Action/Bullish']
17345,"$FB trending nicely, intraday.","['trending nicely, intraday.']",0.404,FB,['Stock/Price Action/Bullish/Bullish Behavior']
17348,Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty $SBUX https://t.co/Xk6lZ3UI3K,['Digital Strategy To Drive Significant Growth With Customer Loyalty'],0.388,SBUX,['Corporate/Strategy']
17359,"$QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY",['Trendline and Resistance'],-0.371,QCOM,['Stock/Technical Analysis/Trend']
17373,"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u",['is expanding its research facilities'],0.229,INTU,['Corporate/Strategy']
17383,"$TSLA steaming up again, this stock is relentless at the moment","['steaming up again, this stock is relentless at the moment']",0.535,TSLA,['Stock/Price Action/Bullish/Bullish Behavior']
17387,.@barronsonline sees #Apple at $150/share in a year (+36% from today) on growing services business. $AAPL https://t.co/3BDNEKN7l1,['@barronsonline sees #Apple at $150/share in a year'],0.408,AAPL,['Stock/Coverage']
17404,Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN,['Receives New Rating'],0.141,ADBE,['Stock/Coverage/Credit Rating']
17409,Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,['Announces Record #Esports Viewership'],0.208,HDSI,['Corporate/Sales']
17423,"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.",['initiated $incy with an outperform yesterday'],0.574,INCY,['Stock/Coverage/AnalystRatings/Upgrade']
17425,@REC_Zakaria Monday Bulls Are Out! Stock Ticker- Michael James Ent. Other picks $SBUX $GVP $NKE,['Monday Bulls Are Out!'],0.457,SBUX,['Stock/Price Action/Bearish/Bearish Behavior']
17431,#Tesla: Model X Recall Adds To Reliability Issues $TSLA https://t.co/jVXQ4DoXnP,['Recall Adds To Reliability Issues'],-0.267,TSLA,['Corporate/Risks/Product Recall']
17436,Microsoft joins the open-source Eclipse Foundation https://t.co/z8G5cZaKeU focus on collaboration & open business is a smart strategy! $MSFT,['joins the open-source Eclipse Foundation'],0.26,MSFT,['Corporate/Strategy']
17437,"Sudden optimism about iPhone sales (i.e., not as bad as expected) gives Apple $AAPL a lift.  https://t.co/oKTCw4YiB5",['optimism about iPhone sales'],0.279,AAPL,['Corporate/Sales']
17446,$NFLX +1% $104.80 LONG streaming services rapidly outpacing traditional cable,['$NFLX +1% $104.80 LONG'],0.571,NFLX,['Stock/Price Action/Bullish/Bullish Behavior']
17453,Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,['prompt regulatory reviews'],-0.401,GILD,['Corporate/Regulatory']
17455,Preparing for a Breakout Trade in Netflix $NFLX  https://t.co/CzHIX3tuAG $$ https://t.co/z1qb9xa4LD,['Preparing for a Breakout Trade'],0.358,NFLX,['Stock/Technical Analysis/Breakout']
17457,"$CTRP just broke resistance, watching for a #redtogreen #breakout right out of the gate tomorrow morning. #stocks https://t.co/8VXFUUIt04","['just broke resistance, watching for a #redtogreen #breakou']",0.598,CTRP,['Stock/Technical Analysis']
17471,Deutsche Bank cuts $SBUX,['Deutsche Bank cuts'],-0.539,SBUX,['Stock/Coverage/AnalystRatings/Downgrade']
17477,"Fastenal misses by $0.01, misses on revenue $FAST #NYSE https://t.co/63JHQ7pwMN",['misses on revenue'],-0.374,FAST,['Corporate/Financial/Financial Results']
17508,$TSLA recall,['recall'],-0.227,TSLA,['Corporate/Risks/Product Recall']
17512,Piper upgrades Symantec on improving renewal rates and enterprise growth $SYMC,['Piper upgrades Symantec on improving renewal rates and enterprise growth'],0.525,SYMC,['Stock/Coverage/AnalystRatings/Upgrade']
17514,#FusionIQ NEW Positive Timing Signal on $SBUX Today https://t.co/9ImlXz4YNa Please Retweet #Signals,['NEW Positive Timing Signal'],0.341,SBUX,['Stock/Signal/Buy Signal']
17525,#LongPos $TSLA 256 Break-out thru 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress Nr term obj: 310 Stop loss:239,['Break-out thru 50 & 200- DMA'],0.504,TSLA,['Stock/Technical Analysis']
17539,Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty https://t.co/9Q7cI79IYO $SBUX,['Digital Strategy To Drive Significant Growth With Customer Loyalty'],0.335,SBUX,['Corporate/Strategy']
17542,Apple: Another attempt to break out on Apple but with weak PVT   $AAPL #Trading #investing #aapl https://t.co/DNh7Hgv22V,['Another attempt to break out'],0.138,AAPL,['Stock/Price Action']
17555,$ISRG Break out confirmed. Bought Leaps. Good trading!,['Break out confirmed'],0.36,ISRG,['Stock/Technical Analysis/Breakout']
17558,"@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors to be realistic, then I'll take the other side of that trade",['rumors to be realistic'],0.422,ENDP,['Corporate/Rumors']
17562,$FB & $TSLA cracking lower early. $short #correction #stocks,['cracking lower earl'],-0.511,TSLA,['Stock/Price Action/Bearish/Bearish Behavior']
17590,Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is,['Today I bought more'],0.248,ZNGA,['Stock/Price Action/Bullish/Bull Position']
17591,Hard to find new buyers of $TSLA at 250.  Shorts continue to pile in.,['Shorts continue to pile in.'],-0.373,TSLA,['Stock/Price Action/Volatility/Short Selling']
17631,"$AMZN trades in mid to upper range. No break out yet, either direction","['No break out yet, either direction']",0.059,AMZN,['Stock/Price Action']
17636,$TSLA announces a recall and the stock doesn't sell off. This stock is teflon. Won't last forever.,['announces a recall'],0.213,TSLA,['Corporate/Risks/Product Recall']
17637,$NFLX and $TSLA making all kinds of gains 📈,['making all kinds of gains 📈'],0.42,TSLA,['Stock/Price Action/Bullish/Bullish Behavior']
17638,"@TraceyRyniec not just energy, it's so broad. You will see it in WWG and Kaman as well. I'd be short $fast","[""I'd be short""]",-0.625,FAST,['Stock/Price Action/Bearish']
17669,$AAPL Goldman Sachs reiterates conviction buy on Apple with a $155 PT $SPY $DJIA $GS https://t.co/h5hmXSITwM,['reiterates conviction buy'],0.335,SPY,['Stock/Coverage/AnalystRatings/Upgrade']
17670,Tesla issues its first Model X recall https://t.co/t1kMqVwhQQ $TSLA,['first Model X recall'],-0.287,TSLA,['Corporate/Risks/Product Recall']
17671,$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,['being sued by FTC'],-0.602,ENDP,['Corporate/Legal/Lawsuit']
17688,$TSLA weakest in todays DT watchlist,['weakest in todays DT watchlist'],-0.383,TSLA,['Stock/Price Action/Bearish']
17692,"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in","['on fire, what is that 6 up days in a row']",0.452,TSLA,['Stock/Price Action/Bullish']
17724,$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,['back over support'],0.362,IBB,['Stock/Technical Analysis']
17729,"$KNDI #China #ElectricCar maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately.",['China car sales +7.8%'],0.225,TSLA,['Corporate/Sales']
17732,"took some $ENDP long this am, using VWAP as guide",['using VWAP as guide'],0.613,ENDP,['Corporate/Technical Analysis']
17733,"maybe closing all those $AAPL calls i had this morning was a bad idea, money left on the table...",['maybe closing all those $AAPL calls i had this morning was a bad idea'],0.501,AAPL,['Stock/Options']
17758,$AAPL weekly still under the 50 moving average and creating a lower high. https://t.co/vT7ppzY2UY,['weekly still under the 50 moving average and creating a lower high'],-0.215,AAPL,['Stock/Price Action/Bearish/Bearish Behavior']
17759,"Intuitive Surgical $ISRG is in a great financial position, take a look https://t.co/VahhJAcBFG https://t.co/24hQTQX4ou",['is in a great financial position'],0.406,ISRG,['Corporate/Financial']
17764,$NFLX I say it's time to short at this point.,['time to short at this point.'],-0.489,NFLX,['Stock/Price Action/Volatility/Short Selling']
17773,$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal,['upgraded to Buy'],0.349,TSLA,['Stock/Coverage/AnalystRatings/Upgrade']
17780,$FB slight green... May be runner later,['slight green... May be runner later'],0.328,FB,['Stock/Price Action/Bullish']
